TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-TF:0,0-G0:58,32,53,31,0-G1:50,71,50,65,0-G2:8,6,9,10,0-G3:39,34,40,32,0-G4:82,99,84,99,0-G5:73,7,72,3,0-G6:12,21,12,21,0-G7:53,59,51,54,0-G8:86,32,88,34,0-G9:7,48,1,51,0-
TF:2,0-TF:2,98-TF:97,98-TF:99,95-TF:1,96-TF:4,96-TF:1,1-TF:95,4-TF:96,99-TF:97,98-TF:0,3-TF:5,99-TF:95,3-TF:4,97-TF:96,5-TF:95,97-TF:0,3-TF:1,4-TF:95,96-TF:4,96-TF:98,96-TF:5,2-TF:99,4-TF:95,0-TF:96,95-TF:95,4-TF:5,96-TF:3,4-TF:96,99-TF:2,3-TF:0,98-TF:0,0-TF:95,98-TF:95,5-TF:99,97-TF:4,0-TF:0,98-TF:5,98-TF:1,97-TF:5,95-TF:0,97-TF:2,2-TF:0,3-TF:98,96-TF:3,98-TF:2,97-TF:97,96-TF:98,2-TF:4,3-TF:2,99-TF:0,3-TF:1,4-TF:3,1-TF:4,99-TF:98,99-TF:3,1-TF:3,3-TF:98,0-TF:96,2-TF:3,0-TF:4,3-TF:95,3-TF:1,98-TF:96,0-TF:3,1-TF:96,96-TF:98,99-TF:5,99-TF:96,4-TF:4,97-TF:1,96-TF:0,97-TF:95,4-TF:3,98-TF:4,0-TF:96,3-TF:0,1-TF:5,4-TF:2,1-TF:2,96-TF:0,0-TF:99,2-TF:2,2-TF:96,98-TF:4,1-TF:99,95-TF:99,3-TF:96,3-TF:4,3-TF:98,5-TF:99,2-TF:2,98-TF:4,99-TF:98,99-TF:98,0-TF:99,2-TF:96,2-TF:2,0-TF:5,96-TF:5,2-TF:99,95-TF:2,95-TF:99,2-TF:4,96-TF:95,95-TF:98,2-TF:2,99-TF:5,98-TF:97,5-TF:4,99-TF:4,2-TF:5,98-TF:95,97-TF:0,99-TF:98,95-TF:95,95-TF:99,95-TF:2,5-TF:3,2-TF:3,4-TF:2,2-TF:0,0-TF:3,3-TF:0,0-TF:97,1-TF:5,1-TF:95,3-TF:4,99-TF:95,95-TF:0,0-TF:0,0-TF:1,2-TF:99,97-TF:96,4-TF:97,99-TF:97,98-TF:5,97-TF:97,97-TF:99,0-TF:4,96-TF:3,95-TF:0,0-TF:0,5-TF:0,98-TF:3,98-TF:1,98-TF:98,4-TF:4,1-TF:4,1-TF:97,96-G0:55,27,51,31,0.09999999999999998-G1:52,70,50,68,0.09999999999999998-G2:10,5,9,4,0.09999999999999998-G3:39,31,40,33,0.09999999999999998-G4:86,97,86,0,0.09999999999999998-G5:75,9,69,2,0.09999999999999998-G6:14,20,14,18,0.09999999999999998-G7:52,60,49,52,0.09999999999999998-G8:87,34,84,33,0.09999999999999998-G9:9,49,1,52,0.09999999999999998-
TF:3,4-TF:0,0-TF:94,2-TF:4,90-TF:4,94-TF:9,97-TF:99,98-TF:0,6-TF:92,98-TF:1,3-TF:96,8-TF:6,95-TF:97,3-TF:2,92-TF:0,0-TF:0,93-TF:4,4-TF:2,1-TF:97,94-TF:5,91-TF:99,99-TF:0,0-TF:0,3-TF:93,96-TF:91,90-TF:95,4-TF:4,0-TF:3,1-TF:92,0-TF:1,4-TF:4,97-TF:98,2-TF:97,94-TF:91,9-TF:98,97-TF:2,1-TF:98,3-TF:6,96-TF:1,0-TF:8,96-TF:99,94-TF:5,98-TF:97,6-TF:95,98-TF:99,99-TF:4,0-TF:95,1-TF:94,1-TF:6,98-TF:0,95-TF:98,3-TF:4,99-TF:99,5-TF:0,0-TF:97,97-TF:2,0-TF:0,6-TF:94,96-TF:94,6-TF:99,4-TF:3,4-TF:97,2-TF:3,2-TF:99,5-TF:0,98-TF:1,98-TF:94,96-TF:3,3-TF:98,99-TF:6,95-TF:98,1-TF:98,92-TF:96,7-TF:0,94-TF:99,5-TF:94,3-TF:98,5-TF:0,99-TF:5,1-TF:1,97-TF:5,2-TF:2,2-TF:3,99-TF:97,95-TF:5,2-TF:99,99-TF:94,3-TF:92,5-TF:4,8-TF:93,1-TF:97,4-TF:4,0-TF:0,97-TF:94,95-TF:99,96-TF:1,7-TF:1,0-TF:0,0-TF:0,92-TF:0,0-TF:96,0-TF:99,92-TF:98,7-TF:8,97-TF:0,99-TF:1,99-TF:99,96-TF:6,98-TF:97,8-TF:3,99-TF:0,0-TF:0,95-TF:99,96-TF:3,0-TF:94,97-TF:97,0-TF:98,98-TF:6,0-TF:2,2-TF:1,4-TF:0,0-TF:96,3-TF:1,99-TF:5,98-TF:99,0-TF:0,0-TF:99,2-TF:0,96-TF:0,91-TF:98,95-TF:1,98-TF:97,98-TF:0,99-TF:98,0-TF:94,3-TF:1,96-TF:6,0-TF:1,96-TF:98,95-TF:4,93-TF:3,96-TF:3,5-TF:1,5-TF:98,97-TF:5,99-TF:6,94-TF:94,2-TF:0,0-TF:7,96-TF:95,96-G0:58,29,48,31,0.09706977565707196-G1:52,71,52,68,0.09706977565707196-G2:12,10,9,11,0.12637201908635243-G3:39,27,39,31,0.09706977565707196-G4:87,96,85,5,0.09706977565707196-G5:77,7,68,5,0.09706977565707196-G6:14,22,14,17,0.09706977565707196-G7:48,61,56,56,0.09706977565707196-G8:85,34,88,34,0.09706977565707196-G9:9,47,1,52,0.09706977565707196-
TF:4,4-TF:97,0-TF:95,2-TF:4,92-TF:99,97-TF:8,96-TF:97,1-TF:98,6-TF:97,94-TF:3,7-TF:98,4-TF:1,98-TF:95,6-TF:1,95-TF:3,96-TF:95,94-TF:99,3-TF:3,1-TF:0,91-TF:6,89-TF:96,96-TF:98,3-TF:98,6-TF:96,0-TF:96,88-TF:94,1-TF:99,4-TF:0,6-TF:0,0-TF:6,99-TF:99,92-TF:3,99-TF:2,92-TF:93,4-TF:0,98-TF:3,4-TF:3,2-TF:11,96-TF:0,2-TF:7,95-TF:1,92-TF:2,99-TF:0,5-TF:97,97-TF:0,3-TF:1,3-TF:94,5-TF:92,4-TF:10,0-TF:96,96-TF:93,6-TF:8,94-TF:99,6-TF:95,4-TF:97,96-TF:0,4-TF:2,4-TF:99,96-TF:95,11-TF:96,4-TF:99,6-TF:1,0-TF:2,2-TF:97,2-TF:96,95-TF:97,98-TF:96,97-TF:0,0-TF:0,96-TF:2,92-TF:93,3-TF:95,88-TF:97,3-TF:1,93-TF:97,9-TF:96,7-TF:99,3-TF:1,94-TF:4,5-TF:98,96-TF:1,3-TF:0,0-TF:0,2-TF:92,96-TF:2,0-TF:1,1-TF:97,99-TF:90,4-TF:2,13-TF:94,97-TF:2,1-TF:1,96-TF:96,93-TF:97,98-TF:98,96-TF:97,3-TF:0,2-TF:0,4-TF:2,93-TF:98,2-TF:1,3-TF:2,92-TF:3,2-TF:9,94-TF:99,94-TF:5,1-TF:4,99-TF:3,2-TF:97,6-TF:2,0-TF:97,0-TF:5,96-TF:96,94-TF:6,1-TF:99,94-TF:96,95-TF:0,94-TF:0,0-TF:2,1-TF:4,99-TF:98,2-TF:91,7-TF:5,95-TF:2,97-TF:96,5-TF:5,2-TF:4,7-TF:4,99-TF:0,93-TF:1,99-TF:99,3-TF:96,95-TF:5,2-TF:1,96-TF:99,2-TF:6,91-TF:9,97-TF:98,94-TF:0,97-TF:7,93-TF:7,97-TF:3,6-TF:3,4-TF:99,0-TF:8,3-TF:3,92-TF:91,99-TF:5,98-TF:8,98-TF:96,91-G0:55,27,51,29,0.09358591589903244-G1:57,75,53,68,0.09358591589903244-G2:14,8,12,16,0.15766432354819446-G3:40,24,32,29,0.09358591589903244-G4:88,93,85,6,0.09364834925954615-G5:79,7,71,3,0.09358591589903244-G6:13,20,12,14,0.09358591589903244-G7:52,60,52,55,0.09358591589903244-G8:81,32,85,35,0.09358591589903244-G9:10,50,1,55,0.09358591589903244-
TF:0,9-TF:92,4-TF:93,3-TF:4,94-TF:1,98-TF:6,94-TF:93,0-TF:95,3-TF:94,90-TF:5,8-TF:99,8-TF:96,96-TF:98,11-TF:6,91-TF:7,91-TF:93,95-TF:94,99-TF:5,98-TF:98,87-TF:3,94-TF:95,1-TF:1,6-TF:96,6-TF:95,99-TF:92,83-TF:98,99-TF:0,99-TF:97,7-TF:5,97-TF:11,95-TF:1,89-TF:98,96-TF:0,91-TF:92,2-TF:0,0-TF:7,7-TF:6,4-TF:13,1-TF:97,98-TF:2,94-TF:0,92-TF:97,96-TF:99,5-TF:99,93-TF:3,1-TF:5,3-TF:90,7-TF:90,8-TF:8,95-TF:99,93-TF:93,6-TF:13,95-TF:98,6-TF:95,9-TF:98,1-TF:95,0-TF:97,5-TF:3,98-TF:91,15-TF:0,8-TF:94,1-TF:1,98-TF:97,4-TF:93,99-TF:99,93-TF:2,94-TF:98,93-TF:1,98-TF:2,97-TF:4,88-TF:93,98-TF:95,83-TF:1,7-TF:4,90-TF:94,10-TF:1,5-TF:95,98-TF:96,92-TF:6,6-TF:97,99-TF:1,1-TF:2,5-TF:95,0-TF:93,0-TF:97,3-TF:96,4-TF:99,95-TF:0,0-TF:0,18-TF:98,98-TF:5,4-TF:4,95-TF:99,95-TF:2,0-TF:98,97-TF:97,7-TF:1,99-TF:0,2-TF:7,94-TF:96,1-TF:4,5-TF:2,96-TF:4,0-TF:8,95-TF:1,97-TF:1,98-TF:9,3-TF:98,97-TF:95,5-TF:2,1-TF:1,97-TF:9,98-TF:0,0-TF:7,96-TF:98,98-TF:1,96-TF:97,99-TF:3,95-TF:0,96-TF:6,94-TF:95,4-TF:91,8-TF:1,0-TF:0,99-TF:98,7-TF:3,5-TF:4,11-TF:5,95-TF:98,92-TF:96,4-TF:1,2-TF:96,0-TF:0,97-TF:2,1-TF:98,97-TF:7,89-TF:12,92-TF:0,93-TF:5,2-TF:6,89-TF:3,2-TF:99,2-TF:99,4-TF:95,96-TF:13,98-TF:3,96-TF:92,95-TF:5,97-TF:10,98-TF:99,88-G0:54,30,50,30,0.08950170288842595-G1:57,78,54,70,0.08950170288842595-G2:18,6,11,13,0.19512381272759133-G3:39,26,34,26,0.08950170288842595-G4:91,95,85,8,0.08886256416500124-G5:76,7,70,1,0.08950170288842595-G6:13,20,12,13,0.08950170288842595-G7:50,62,51,55,0.08950170288842595-G8:82,31,82,37,0.08950170288842595-G9:9,45,1,59,0.08950170288842595-
TF:99,5-TF:89,99-TF:96,2-TF:1,89-TF:6,98-TF:3,90-TF:98,3-TF:94,98-TF:92,86-TF:6,3-TF:95,9-TF:99,0-TF:98,8-TF:3,95-TF:10,91-TF:91,95-TF:98,95-TF:10,95-TF:97,87-TF:2,93-TF:91,2-TF:6,2-TF:93,1-TF:95,1-TF:96,82-TF:0,3-TF:2,2-TF:99,7-TF:6,95-TF:12,94-TF:97,84-TF:97,0-TF:5,90-TF:0,0-TF:96,5-TF:9,12-TF:7,4-TF:18,0-TF:94,96-TF:1,93-TF:95,95-TF:97,94-TF:0,8-TF:95,96-TF:6,1-TF:4,99-TF:88,2-TF:0,0-TF:12,93-TF:4,90-TF:98,6-TF:8,99-TF:98,6-TF:90,7-TF:0,2-TF:92,5-TF:99,9-TF:2,94-TF:86,19-TF:3,12-TF:92,1-TF:3,94-TF:97,7-TF:90,99-TF:3,95-TF:97,97-TF:98,95-TF:97,94-TF:99,98-TF:6,87-TF:96,99-TF:97,78-TF:97,12-TF:1,86-TF:96,6-TF:97,8-TF:91,3-TF:95,93-TF:7,9-TF:0,0-TF:0,98-TF:97,10-TF:99,3-TF:97,2-TF:99,99-TF:98,4-TF:95,95-TF:1,2-TF:3,14-TF:94,99-TF:6,2-TF:9,96-TF:1,96-TF:6,98-TF:2,0-TF:94,8-TF:99,99-TF:99,6-TF:11,95-TF:95,96-TF:1,6-TF:99,92-TF:4,99-TF:4,97-TF:1,92-TF:4,95-TF:9,5-TF:0,99-TF:93,3-TF:0,1-TF:0,94-TF:8,1-TF:5,0-TF:10,96-TF:99,98-TF:4,98-TF:0,0-TF:7,95-TF:98,96-TF:10,94-TF:94,8-TF:86,3-TF:99,99-TF:5,2-TF:0,9-TF:1,4-TF:6,9-TF:6,90-TF:98,94-TF:95,2-TF:97,97-TF:93,1-TF:99,97-TF:0,6-TF:98,1-TF:5,94-TF:10,87-TF:5,94-TF:5,99-TF:8,91-TF:99,6-TF:99,3-TF:99,6-TF:0,1-TF:15,99-TF:5,1-TF:91,90-TF:3,1-TF:15,96-TF:3,91-G0:53,35,46,28,0.08415448174706736-G1:52,79,55,72,0.08415448174706736-G2:18,7,10,12,0.23741724614103188-G3:39,25,33,24,0.08415448174706736-G4:92,95,90,7,0.08934689988242905-G5:75,8,69,0,0.08415448174706736-G6:20,16,16,8,0.08415448174706736-G7:50,61,49,53,0.08415448174706736-G8:84,31,81,34,0.08415448174706736-G9:5,44,1,57,0.08415448174706736-
TF:97,2-TF:0,0-TF:96,97-TF:0,89-TF:9,94-TF:0,87-TF:98,99-TF:95,3-TF:91,81-TF:4,6-TF:96,11-TF:97,2-TF:99,11-TF:5,90-TF:7,90-TF:0,0-TF:0,0-TF:7,92-TF:97,84-TF:3,90-TF:87,1-TF:8,3-TF:88,3-TF:96,6-TF:94,79-TF:1,6-TF:99,99-TF:94,4-TF:5,95-TF:12,96-TF:97,80-TF:0,0-TF:1,87-TF:1,97-TF:97,7-TF:11,17-TF:9,9-TF:13,97-TF:96,0-TF:4,90-TF:0,0-TF:92,90-TF:3,5-TF:95,1-TF:6,4-TF:3,96-TF:87,4-TF:5,95-TF:13,97-TF:1,92-TF:99,7-TF:5,1-TF:0,11-TF:0,0-TF:99,5-TF:96,3-TF:95,4-TF:3,94-TF:82,19-TF:2,9-TF:90,4-TF:4,92-TF:95,3-TF:85,3-TF:2,95-TF:96,1-TF:94,99-TF:96,93-TF:95,2-TF:5,92-TF:91,98-TF:95,74-TF:96,14-TF:98,89-TF:94,2-TF:97,3-TF:93,99-TF:96,89-TF:2,4-TF:95,4-TF:0,99-TF:0,0-TF:1,2-TF:97,5-TF:3,3-TF:0,0-TF:98,98-TF:3,2-TF:0,0-TF:95,0-TF:3,6-TF:8,92-TF:2,93-TF:2,0-TF:4,98-TF:0,0-TF:0,98-TF:4,8-TF:13,95-TF:0,0-TF:0,0-TF:0,92-TF:4,96-TF:3,96-TF:6,87-TF:6,0-TF:0,0-TF:1,2-TF:0,0-TF:99,5-TF:4,93-TF:13,97-TF:2,4-TF:12,0-TF:96,3-TF:8,93-TF:97,97-TF:8,96-TF:0,0-TF:7,94-TF:0,0-TF:91,0-TF:2,97-TF:1,97-TF:99,10-TF:3,3-TF:5,11-TF:2,89-TF:0,0-TF:0,0-TF:2,99-TF:92,1-TF:0,0-TF:97,4-TF:0,0-TF:3,99-TF:8,88-TF:1,89-TF:1,4-TF:9,96-TF:97,10-TF:0,0-TF:1,8-TF:95,2-TF:0,0-TF:1,96-TF:94,87-TF:8,5-TF:19,96-TF:8,93-G0:54,37,46,31,0.07972703323811012-G1:54,80,58,73,0.07972703323811012-G2:19,9,10,14,0.2735703785236386-G3:37,30,33,28,0.07972703323811012-G4:88,95,86,5,0.08861335557148062-G5:74,5,68,98,0.07972703323811012-G6:19,15,18,8,0.07972703323811012-G7:51,61,48,50,0.07972703323811012-G8:82,29,79,33,0.07972703323811012-G9:4,48,2,56,0.07972703323811012-
TF:99,7-TF:97,98-TF:1,1-TF:99,92-TF:6,98-TF:97,87-TF:99,0-TF:0,2-TF:95,80-TF:4,6-TF:0,0-TF:94,99-TF:1,12-TF:0,91-TF:8,93-TF:0,98-TF:98,3-TF:9,90-TF:97,80-TF:5,86-TF:83,1-TF:9,0-TF:88,0-TF:94,9-TF:96,78-TF:99,11-TF:0,0-TF:94,1-TF:0,98-TF:14,97-TF:93,81-TF:95,95-TF:98,87-TF:96,99-TF:1,8-TF:12,14-TF:8,14-TF:9,94-TF:97,98-TF:6,90-TF:4,99-TF:0,0-TF:1,2-TF:0,0-TF:7,2-TF:5,93-TF:88,2-TF:10,92-TF:10,96-TF:1,96-TF:1,5-TF:2,3-TF:95,13-TF:0,1-TF:97,9-TF:96,0-TF:0,3-TF:7,95-TF:83,23-TF:0,0-TF:95,0-TF:3,89-TF:97,2-TF:87,1-TF:3,93-TF:0,6-TF:91,95-TF:95,94-TF:92,1-TF:1,90-TF:88,97-TF:91,78-TF:98,9-TF:95,93-TF:97,2-TF:98,99-TF:0,0-TF:96,85-TF:4,8-TF:95,2-TF:2,0-TF:98,98-TF:4,6-TF:0,2-TF:0,6-TF:1,0-TF:0,93-TF:99,0-TF:0,0-TF:0,0-TF:6,4-TF:4,88-TF:5,88-TF:0,0-TF:4,95-TF:96,5-TF:0,98-TF:1,3-TF:18,92-TF:97,5-TF:4,3-TF:4,96-TF:8,96-TF:6,98-TF:1,88-TF:4,95-TF:2,97-TF:96,99-TF:5,5-TF:95,3-TF:99,98-TF:9,1-TF:2,7-TF:17,2-TF:95,4-TF:9,93-TF:99,1-TF:5,94-TF:4,98-TF:5,90-TF:99,95-TF:0,0-TF:98,1-TF:1,93-TF:95,10-TF:5,4-TF:2,14-TF:97,87-TF:1,95-TF:3,98-TF:5,0-TF:97,6-TF:95,2-TF:95,5-TF:4,98-TF:7,94-TF:9,88-TF:1,84-TF:2,8-TF:4,97-TF:95,14-TF:4,2-TF:1,7-TF:99,3-TF:5,1-TF:96,93-TF:99,82-TF:0,0-TF:23,98-TF:11,98-G0:55,38,46,32,0.07594996386794568-G1:51,81,62,74,0.07594996386794568-G2:20,7,10,15,0.3070059940869774-G3:38,34,34,30,0.07594996386794568-G4:88,93,86,6,0.08539429496945729-G5:75,6,66,95,0.07594996386794568-G6:12,17,20,7,0.07594996386794568-G7:50,63,49,54,0.07594996386794568-G8:81,31,80,29,0.07594996386794568-G9:1,47,2,58,0.07594996386794568-
TF:3,12-TF:2,2-TF:99,4-TF:1,87-TF:3,2-TF:93,85-TF:95,99-TF:99,98-TF:95,76-TF:1,9-TF:1,1-TF:0,0-TF:0,12-TF:1,95-TF:5,89-TF:2,95-TF:93,0-TF:12,87-TF:97,81-TF:5,90-TF:80,98-TF:9,97-TF:0,0-TF:99,12-TF:0,83-TF:3,16-TF:5,3-TF:93,97-TF:2,98-TF:19,92-TF:91,79-TF:97,0-TF:96,86-TF:1,1-TF:4,4-TF:7,18-TF:5,19-TF:14,98-TF:95,2-TF:9,92-TF:7,99-TF:95,99-TF:5,4-TF:98,2-TF:6,0-TF:6,98-TF:89,0-TF:15,94-TF:13,91-TF:1,94-TF:5,5-TF:97,1-TF:96,18-TF:99,0-TF:95,12-TF:96,5-TF:2,5-TF:11,94-TF:0,0-TF:0,99-TF:98,99-TF:4,86-TF:1,7-TF:85,99-TF:99,92-TF:1,6-TF:90,0-TF:99,98-TF:92,96-TF:98,89-TF:89,95-TF:96,78-TF:96,9-TF:97,98-TF:1,3-TF:98,3-TF:98,99-TF:92,85-TF:0,8-TF:0,97-TF:2,98-TF:95,96-TF:3,11-TF:2,4-TF:2,5-TF:99,95-TF:4,95-TF:97,5-TF:1,5-TF:98,3-TF:6,6-TF:5,89-TF:10,88-TF:4,96-TF:6,95-TF:97,6-TF:97,99-TF:4,0-TF:19,95-TF:97,5-TF:8,2-TF:2,1-TF:9,1-TF:9,0-TF:96,87-TF:99,96-TF:6,93-TF:98,2-TF:3,4-TF:92,6-TF:99,97-TF:7,99-TF:7,9-TF:12,2-TF:96,0-TF:9,90-TF:98,2-TF:9,99-TF:3,1-TF:6,95-TF:4,97-TF:95,2-TF:99,4-TF:97,95-TF:97,5-TF:10,3-TF:2,18-TF:98,90-TF:0,97-TF:2,94-TF:5,2-TF:97,6-TF:96,0-TF:94,7-TF:5,95-TF:9,89-TF:8,91-TF:4,80-TF:2,10-TF:9,94-TF:94,18-TF:4,0-TF:96,6-TF:99,5-TF:1,5-TF:0,88-TF:99,85-TF:4,2-TF:23,1-TF:16,1-G0:53,38,45,31,0.07260534774802643-G1:55,78,63,78,0.07260534774802643-G2:21,7,12,12,0.34573528798571096-G3:39,29,33,27,0.07260534774802643-G4:89,95,83,6,0.07340411115247698-G5:76,4,68,97,0.07260534774802643-G6:18,14,18,8,0.07260534774802643-G7:49,62,47,56,0.07260534774802643-G8:82,31,77,33,0.07262316662562723-G9:0,45,3,56,0.07260534774802643-
TF:2,13-TF:99,1-TF:94,8-TF:96,90-TF:99,1-TF:88,82-TF:93,97-TF:99,98-TF:97,74-TF:96,7-TF:1,4-TF:96,5-TF:2,7-TF:2,90-TF:10,92-TF:3,98-TF:0,0-TF:16,90-TF:2,84-TF:9,88-TF:79,93-TF:6,94-TF:99,98-TF:98,13-TF:5,86-TF:1,11-TF:2,5-TF:89,0-TF:98,93-TF:20,96-TF:90,76-TF:98,96-TF:94,89-TF:97,99-TF:3,0-TF:12,17-TF:0,14-TF:17,94-TF:90,98-TF:5,94-TF:4,94-TF:92,3-TF:0,6-TF:98,3-TF:11,2-TF:2,2-TF:0,0-TF:18,98-TF:11,92-TF:96,91-TF:3,6-TF:95,98-TF:0,13-TF:95,1-TF:0,11-TF:95,2-TF:3,10-TF:13,96-TF:0,4-TF:99,95-TF:94,95-TF:7,91-TF:2,4-TF:86,97-TF:95,94-TF:1,5-TF:88,5-TF:2,93-TF:90,96-TF:98,90-TF:88,91-TF:99,79-TF:92,8-TF:98,97-TF:1,7-TF:99,4-TF:96,95-TF:91,81-TF:5,5-TF:95,95-TF:0,0-TF:96,0-TF:1,16-TF:4,99-TF:0,8-TF:94,99-TF:6,93-TF:95,2-TF:1,3-TF:3,1-TF:8,8-TF:7,88-TF:15,83-TF:5,99-TF:3,97-TF:94,2-TF:2,95-TF:9,3-TF:15,94-TF:99,1-TF:3,1-TF:97,4-TF:4,1-TF:13,0-TF:95,91-TF:95,1-TF:7,92-TF:1,0-TF:2,1-TF:0,0-TF:99,92-TF:4,99-TF:9,6-TF:12,4-TF:98,96-TF:6,86-TF:97,98-TF:12,2-TF:1,96-TF:5,92-TF:3,93-TF:93,6-TF:94,0-TF:1,95-TF:94,0-TF:11,98-TF:3,17-TF:95,87-TF:98,1-TF:0,93-TF:4,5-TF:95,2-TF:92,3-TF:93,9-TF:2,96-TF:9,89-TF:7,91-TF:6,81-TF:99,7-TF:6,95-TF:97,20-TF:4,99-TF:95,11-TF:4,1-TF:5,4-TF:98,92-TF:4,87-TF:9,6-TF:26,1-TF:20,1-G0:53,39,47,32,0.06900006891921187-G1:54,77,60,80,0.06900006891921187-G2:21,6,13,11,0.3870619132333059-G3:39,31,36,25,0.06900006891921187-G4:88,94,83,2,0.06090366312414739-G5:75,8,67,97,0.06900006891921187-G6:19,17,17,11,0.06900006891921187-G7:52,59,46,53,0.06900006891921187-G8:80,32,75,32,0.06903394120806348-G9:0,42,2,59,0.06900006891921187-
